row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
7798,42701,Drain Out #4 Tap,,carevue,outputevents,,,,
7822,42738,Drain Out #4 Wound Vac,,carevue,outputevents,,,,
7846,42772,pleural fluid right,,carevue,outputevents,,,,
7852,42780,Drain Out #5 Wound Vac,,carevue,outputevents,,,,
7860,42788,Drain Out #4 T Tube,,carevue,outputevents,,,,
7861,42789,Drain Out #5 Tap,,carevue,outputevents,,,,
7866,42794,Pheresis - Out,,carevue,outputevents,,,,
7867,42795,L LEG THIGH DRAIN,,carevue,outputevents,,,,
7134,41475,pleural effusion,,carevue,outputevents,,,,
7141,41483,NS FLUSH OF DRAIN,,carevue,outputevents,Free Form Intake,,,
7144,41486,pleural tap out,,carevue,outputevents,,,,
7145,41487,paracentesis tap out,,carevue,outputevents,,,,
7155,43171,URINE CC/KG/HR,,carevue,outputevents,,,,
7156,43172,spit,,carevue,outputevents,,,,
7157,43173,urinecc/kg/hr,,carevue,outputevents,,,,
7158,43174,Stool .,,carevue,outputevents,,,,
7159,43175,Urine .,,carevue,outputevents,,,,
7160,43176,Blood Out Lab,,carevue,outputevents,,,,
5514,40287,Drain Out #4 Other,,carevue,outputevents,,,,
5515,40288,PACU Out PACU Urine,,carevue,outputevents,,,,
5516,40290,Drain Out #4 Pigtail,,carevue,outputevents,,,,
5517,40292,Drain Out #2 T Tube,,carevue,outputevents,,,,
5545,40331,Gastric Jejunostomy Tube,,carevue,outputevents,,,,
5573,40366,mucus fistula,,carevue,outputevents,,,,
5574,40367,Stool Out Rectal Tube,,carevue,outputevents,,,,
5593,40386,hemodialysis,,carevue,outputevents,,,,
5595,40388,Stool Out (non-specific),,carevue,outputevents,,,,
6138,41546,paracentesis fluid,,carevue,outputevents,,,,
6148,41562,cardiac output fluid,,carevue,outputevents,Free Form Intake,,,
6158,41576,GI drainage,,carevue,outputevents,,,,
6163,41584,Chest tube flush,,carevue,outputevents,Free Form Intake,,,
6168,41592,gall drain flush,,carevue,outputevents,Free Form Intake,,,
6169,41593,pleural cutaneous fi,,carevue,outputevents,,,,
6190,41623,dialysate out,,carevue,outputevents,,,,
6198,41635,Hemodialysis removal,,carevue,outputevents,,,,
6224,41667,celestomy drain,,carevue,outputevents,Free Form Intake,,,
6227,41670,stool,,carevue,outputevents,,,,
6235,41678,BAG-->ABD TAP SITES,,carevue,outputevents,,,,
6238,41681,chest tube BEFORE OR,,carevue,outputevents,,,,
6240,41683,Drain Out #2 JP Lateral,,carevue,outputevents,,,,
6255,41698,Drain Out #2 Hemovac,,carevue,outputevents,,,,
6262,41705,HD output,,carevue,outputevents,Free Form Intake,,,
6267,41713,dialyslate out,,carevue,outputevents,,,,
6270,41718,pericadial tap,,carevue,outputevents,,,,
6273,41722,vomitus,,carevue,outputevents,,,,
6275,41725,R paracentesis site,,carevue,outputevents,,,,
6276,41727,peritoneal tap out,,carevue,outputevents,,,,
6281,41735,Pleural fluid.,,carevue,outputevents,,,,
6290,41749,total out since mn,,carevue,outputevents,,,,
6291,41751,TOTAL OUT ON PAPER T,,carevue,outputevents,,,,
6292,41753,TOTAL OUT FROM PAPET,,carevue,outputevents,,,,
6295,41758,FLOOR OUTPUT,,carevue,outputevents,Free Form Intake,,,
6305,41772,thorocentesis,,carevue,outputevents,,,,
6319,41793,effluent out,,carevue,outputevents,,,,
6324,41800,biliary drain latrl,,carevue,outputevents,,,,
6325,41802,right thoracentesis,,carevue,outputevents,,,,
6333,41815,left drain,,carevue,outputevents,,,,
6334,41818,HD out,,carevue,outputevents,,,,
6346,41836,Nep Tube #1 flush,,carevue,outputevents,Free Form Intake,,,
6347,41837,Neph tube #2 flush,,carevue,outputevents,Free Form Intake,,,
6348,41839,Drain Out #2 Rt Nephrostomy,,carevue,outputevents,,,,
6351,41842,Dialysis Output.,,carevue,outputevents,,,,
6360,42042,ANGIO URINE OUT,,carevue,outputevents,,,,
6364,42046,L neph tube irrig,,carevue,outputevents,Free Form Intake,,,
6384,42066,L GROIN DRAINAGE,,carevue,outputevents,,,,
6385,42067,R HAND DRAINAGE,,carevue,outputevents,,,,
6386,42068,angio Urine output,,carevue,outputevents,,,,
6387,42069,ER OUTPUT,,carevue,outputevents,,,,
6398,42080,thoracentesis out,,carevue,outputevents,,,,
6408,42093,JP DRAIN/R LEG,,carevue,outputevents,,,,
6409,42095,METROWEST OUTPUT,,carevue,outputevents,,,,
6413,42101,chest tube site,,carevue,outputevents,,,,
6418,42111,ANGIO FOLEY URINE,,carevue,outputevents,,,,
6423,42119,urine output-angio,,carevue,outputevents,,,,
6429,42128,ANGIO OUT,,carevue,outputevents,,,,
6430,42129,ANGIOOUT,,carevue,outputevents,,,,
6454,42165,CARDIAC OUTPUT FLUSH,,carevue,outputevents,Free Form Intake,,,
6464,42181,r.pleural tap,,carevue,outputevents,,,,
6470,42190,JP POUCH SITE,,carevue,outputevents,,,,
6483,42209,IRRIGANT AND URINE,,carevue,outputevents,,,,
6493,41847,l pleural tap,,carevue,outputevents,,,,
6495,41849,Drain Flush,,carevue,outputevents,Free Form Intake,,,
5778,40624,dialysis,,carevue,outputevents,,,,
5795,40648,Drain Out #3 Other,,carevue,outputevents,,,,
5796,40650,Drain Out #8 Pigtail,,carevue,outputevents,,,,
5797,40652,Gastric Blakemore,,carevue,outputevents,,,,
5798,40653,Drain Out #2 Jejunostomy Tube,,carevue,outputevents,,,,
5808,40668,PEG TUBE,,carevue,outputevents,,,,
5828,40689,DRAIN FLUSH,,carevue,outputevents,Free Form Intake,,,
5829,40690,DIALYSIS,,carevue,outputevents,,,,
5842,40703,Drain Out #1 JP Lateral,,carevue,outputevents,,,,
5854,40715,Urine Out Suprapubic,,carevue,outputevents,,,,
5866,40727,gastric,,carevue,outputevents,,,,
5867,40728,jp drain,,carevue,outputevents,,,,
5882,40751,ileostomy,,carevue,outputevents,,,,
5890,40764,PARACENTESIS,,carevue,outputevents,,,,
5891,40765,Drain Out #3 Tap,,carevue,outputevents,,,,
5901,40779,JP drain,,carevue,outputevents,,,,
5986,40048,Chest Tubes Left Pleural 1,,carevue,outputevents,,,,
5987,40050,Chest Tubes Right Pleural 2,,carevue,outputevents,,,,
5988,40052,Gastric Nasogastric,,carevue,outputevents,,,,
5989,40054,Stool Out Stool,,carevue,outputevents,,,,
5990,40056,Urine Out Lt Nephrostomy,,carevue,outputevents,,,,
5991,40058,Cerebral Drain R Ventricular Drain,,carevue,outputevents,,,,
5992,40059,Gastric Oral Gastric,,carevue,outputevents,,,,
5993,40061,OR Out OR Urine,,carevue,outputevents,,,,
5995,40064,OR Out EBL,,carevue,outputevents,,,,
5996,40066,Drain Out #1 Tap,,carevue,outputevents,,,,
5997,40068,Stool Out Other,,carevue,outputevents,,,,
5998,40070,Drain Out #1 Hemovac,,carevue,outputevents,,,,
5999,40072,Drain Out #2 Jackson Pratt,,carevue,outputevents,,,,
6000,40074,PACU Out PACU NG,,carevue,outputevents,,,,
6001,40076,Chest Tubes CTICU CT 1,,carevue,outputevents,,,,
6002,40078,Drain Out #1 Anderson,,carevue,outputevents,,,,
6003,40079,Drain Out #2 Anderson,,carevue,outputevents,,,,
6005,40083,Drain Out #5 Other,,carevue,outputevents,,,,
6006,40085,Urine Out Incontinent,,carevue,outputevents,,,,
6007,40087,Stool Out Colostomy,,carevue,outputevents,,,,
6008,40089,Drain Out #1 Wound Vac,,carevue,outputevents,,,,
6009,40090,Chest Tubes Left Pleural 2,,carevue,outputevents,,,,
6010,40092,Drain Out #4 Jackson Pratt,,carevue,outputevents,,,,
6011,40094,Urine Out Condom Cath,,carevue,outputevents,,,,
6012,40096,Urine Out Ureteral Stent #1,,carevue,outputevents,,,,
6013,40098,Drain Out #1 Penrose,,carevue,outputevents,,,,
6014,40099,Drain Out #2 Penrose,,carevue,outputevents,,,,
6015,40101,Drain Out #4 Penrose,,carevue,outputevents,,,,
6089,41494,ogt drainage,,carevue,outputevents,,,,
6095,41500,hemodialysis output,,carevue,outputevents,,,,
6104,41509,PLEURAL FLUID,,carevue,outputevents,,,,
6105,41510,TOTAL OUT FOLEY BAG,,carevue,outputevents,,,,
6106,41511,OGT out,,carevue,outputevents,,,,
6114,41519,RIGHT GROIN POUCH,,carevue,outputevents,,,,
8945,43892,ngt residual,,carevue,outputevents,,,,
8948,43897,urine in er.,,carevue,outputevents,,,,
8966,43925,Paracentesis site.,,carevue,outputevents,,,,
8967,43927,Pleural Fluid,,carevue,outputevents,Free Form Intake,,,
8970,43931,Floor urine out,,carevue,outputevents,,,,
8971,43932,MUCOUS FISTULA(LOWER,,carevue,outputevents,,,,
8972,43933,pleural,,carevue,outputevents,,,,
8980,43941,dialysis/intake,,carevue,outputevents,Free Form Intake,,,
8982,43943,VICU OUTPUT,,carevue,outputevents,,,,
8999,43960,BM 26 with neocate,,carevue,outputevents,Free Form Intake,,,
9004,43965,REPOGAL OUTPUT,,carevue,outputevents,,,,
9005,43966,real urine output,,carevue,outputevents,,,,
9009,43970,VOMITUS,,carevue,outputevents,,,,
9023,43984,Chest tube irrigate,,carevue,outputevents,Free Form Intake,,,
9025,43988,Drain Out #4 Jejunostomy Tube,,carevue,outputevents,,,,
9035,44003,floor out,,carevue,outputevents,,,,
9036,44004,JP DRAIN,,carevue,outputevents,,,,
9043,44015,Neuro Angio Outake,,carevue,outputevents,,,,
9050,44026,PEG GRAVITY DRAIN,,carevue,outputevents,,,,
9052,44030,ED OUTPUT,,carevue,outputevents,,,,
9066,44055,PD OUT,,carevue,outputevents,,,,
9071,44063,Drain Out #4 Davol,,carevue,outputevents,,,,
9073,44066,jp left breast,,carevue,outputevents,,,,
9077,44074,pertoneal tap,,carevue,outputevents,,,,
9081,44080,EW Urine,,carevue,outputevents,,,,
9083,44083,Biliary tube flush,,carevue,outputevents,Free Form Intake,,,
9095,44103,ER urine out,,carevue,outputevents,,,,
9118,44132,Procedure urine out,,carevue,outputevents,,,,
9119,44133,mucous fistula,,carevue,outputevents,,,,
9120,44134,Chole tube,,carevue,outputevents,,,,
9122,44136,L. Pleural Tap,,carevue,outputevents,,,,
9126,44140,Thoracentesis tap,,carevue,outputevents,,,,
9128,44142,vac out,,carevue,outputevents,,,,
9140,44154,BM24NEOSURE,,carevue,outputevents,Free Form Intake,,,
9143,44157,OR EMESIS,,carevue,outputevents,,,,
9156,44170,PERITONEAL TAP,,carevue,outputevents,,,,
9160,44174,t tube,,carevue,outputevents,,,,
9168,44187,Blood emesis,,carevue,outputevents,Free Form Intake,,,
9175,44199,HEMODIALYSIS O/P,,carevue,outputevents,,,,
9181,44208,r pleural tap,,carevue,outputevents,,,,
9199,44237,E.R. urine out,,carevue,outputevents,,,,
9202,44241,D5W VIA J-TUBE,,carevue,outputevents,Free Form Intake,,,
9213,44259,Paracentesis output,,carevue,outputevents,,,,
9215,44261,Floor output,,carevue,outputevents,,,,
9218,44266,Stool out,,carevue,outputevents,Free Form Intake,,,
9235,44291,FISTULA,,carevue,outputevents,,,,
9238,44295,HD REMOVED,,carevue,outputevents,,,,
9245,44304,Gtube flush,,carevue,outputevents,Free Form Intake,,,
9254,44313,f10 urine,,carevue,outputevents,,,,
9276,46070,ascites fluid draind,,carevue,outputevents,,,,
9277,46071,ostomy,,carevue,outputevents,,,,
9278,46072,VAC output,,carevue,outputevents,,,,
8533,45055,BM22 NG,,carevue,outputevents,Free Form Intake,,,
8543,45071,r arm serous drain,,carevue,outputevents,,,,
8546,45076,ABD FISTULA,,carevue,outputevents,,,,
8550,45081,Enfamil 24 G-tube,,carevue,outputevents,Free Form Intake,,,
8551,45082,vag drng,,carevue,outputevents,,,,
8552,45083,tubefeed residual,,carevue,outputevents,,,,
8554,45085,PEG Tube,,carevue,outputevents,,,,
8575,44714,OSH output,,carevue,outputevents,,,,
8576,44715,right arm pouch,,carevue,outputevents,,,,
8580,44719,cerebral drain right,,carevue,outputevents,,,,
8581,44720,Drain Out #6 T Tube,,carevue,outputevents,,,,
8585,44724,liver JP x2 combined,,carevue,outputevents,,,,
8588,44727,replogle output,,carevue,outputevents,,,,
8590,44729,JP / Brain,,carevue,outputevents,,,,
8591,44730,JP #1 R,,carevue,outputevents,,,,
8592,44731,JP #2 L,,carevue,outputevents,,,,
8593,44732,JP Site,,carevue,outputevents,,,,
7161,43177,Chest Tubes Chest Tube,,carevue,outputevents,,,,
7162,43178,Repogle Tube OGT,,carevue,outputevents,,,,
7212,43239,Portagen NGT,,carevue,outputevents,Free Form Intake,,,
7215,43244,NG out,,carevue,outputevents,,,,
7271,43336,Penrose drain,,carevue,outputevents,,,,
7279,43348,urine output/kg,,carevue,outputevents,,,,
7284,43355,urine/k/hr,,carevue,outputevents,,,,
7294,43365,urine output/kg/hr,,carevue,outputevents,,,,
7301,43372,24hr urine output,,carevue,outputevents,,,,
7302,43373,urine cc/kg/hr,,carevue,outputevents,,,,
7303,43374,URINE CC?KG?HR,,carevue,outputevents,,,,
7308,43379,URINECC/KG/HR,,carevue,outputevents,,,,
7309,43380,urine outpt cc/kg/hr,,carevue,outputevents,,,,
7315,43386,BMFSPO+2HMF,,carevue,outputevents,Free Form Intake,,,
7325,43396,Spit,,carevue,outputevents,,,,
7337,43409,Ostomies Colostomy,,carevue,outputevents,,,,
7348,43427,VP shunt drainage,,carevue,outputevents,,,,
7350,43431,Urine cc/k/hr,,carevue,outputevents,,,,
7357,43442,g tube drainage,,carevue,outputevents,,,,
7366,43458,GT drainage,,carevue,outputevents,,,,
7369,43462,urine,,carevue,outputevents,,,,
7370,43463,BMFSNG+ 4 HMF,,carevue,outputevents,Free Form Intake,,,
7373,43468,BMFSPO+ Promod+ HMF,,carevue,outputevents,Free Form Intake,,,
7379,43477,G Tube Drainage,,carevue,outputevents,,,,
7387,43489,gastric Ph,,carevue,outputevents,Free Form Intake,,,
7388,43491,SPIT,,carevue,outputevents,,,,
7408,43522,Urine cc/kg/hr,,carevue,outputevents,,,,
7418,43538,blood removed...,,carevue,outputevents,,,,
7428,43554,SPITS,,carevue,outputevents,Free Form Intake,,,
7431,43558,BMFSNG + 4HMF + MCT,,carevue,outputevents,Free Form Intake,,,
7432,43559,"penrose drain, abd.",,carevue,outputevents,,,,
7440,43567,GASTRIC ASPIRATION,,carevue,outputevents,,,,
7444,42222,NGT,,carevue,outputevents,Free Form Intake,,,
7447,42225,baker tube/contrast,,carevue,outputevents,Free Form Intake,,,
7470,42248,HD FLUID REMOVED,,carevue,outputevents,,,,
7475,42253,or pleural tap,,carevue,outputevents,,,,
7476,42254,hd out,,carevue,outputevents,,,,
7477,42255,L Chest Tube #1,,carevue,outputevents,,,,
7478,42256,L Chest Tube #2,,carevue,outputevents,,,,
7479,42257,L Chest Tube #3,,carevue,outputevents,,,,
7480,42258,L Chest Tube #4,,carevue,outputevents,,,,
7489,42270,Drain Out #3 Jejunostomy Tube,,carevue,outputevents,,,,
7493,42276,angio output,,carevue,outputevents,,,,
7495,42279,Drain Out #5 Pigtail,,carevue,outputevents,,,,
8346,44592,ed output,,carevue,outputevents,,,,
8348,44597,JP R AX,,carevue,outputevents,,,,
8356,44612,Left Antecub Pouch,,carevue,outputevents,,,,
8362,44622,JP 1&2,,carevue,outputevents,,,,
8363,44623,PD drainage,,carevue,outputevents,,,,
8371,44636,JP #1 & #2 to CLWS,,carevue,outputevents,,,,
8372,44637,LUMBAR DRAIN,,carevue,outputevents,,,,
8375,44643,ER Output,,carevue,outputevents,,,,
8379,44649,jejunostomy,,carevue,outputevents,,,,
8387,44662,THARACENTESIS,,carevue,outputevents,,,,
8391,44670,F10 JP OUTPUT,,carevue,outputevents,,,,
8392,44671,OR NGT,,carevue,outputevents,,,,
8395,44676,Drain Out #2 Lt Nephrostomy,,carevue,outputevents,,,,
8407,44694,Drain Out #6 Jejunostomy Tube,,carevue,outputevents,,,,
8413,44700,RT THORACENTESIS,,carevue,outputevents,,,,
8418,44705,open chest drainage,,carevue,outputevents,,,,
8419,44706,urine output,,carevue,outputevents,,,,
8422,44901,Dialysis Removed,,carevue,outputevents,,,,
8427,44906,gastric output,,carevue,outputevents,,,,
8430,44909,GASTRIC RESIDUAL,,carevue,outputevents,,,,
8432,44911,urine output farr-10,,carevue,outputevents,,,,
8434,44913,rt para tap site,,carevue,outputevents,,,,
8435,44914,OR output,,carevue,outputevents,Free Form Intake,,,
8441,44920,Cardiac output,,carevue,outputevents,Free Form Intake,,,
8442,44921,left arm pouch,,carevue,outputevents,,,,
8446,44925,true urine,,carevue,outputevents,,,,
8451,44930,vomit,,carevue,outputevents,Free Form Intake,,,
8452,44931,Abdominal Tap,,carevue,outputevents,,,,
8454,44933,biliary drain,,carevue,outputevents,,,,
8461,44943,fluid removed dialys,,carevue,outputevents,,,,
8470,44956,RIGHT JP,,carevue,outputevents,,,,
8471,44958,1/2strength respalor,,carevue,outputevents,Free Form Intake,,,
8478,44970,Cardiac Output,,carevue,outputevents,Free Form Intake,,,
8481,44973,percutanous drain,,carevue,outputevents,,,,
8482,44974,OUTPUT from cc6,,carevue,outputevents,,,,
8488,44984,peritoneal tap,,carevue,outputevents,,,,
8491,44988,PACU output,,carevue,outputevents,,,,
8493,44992,g-tube dr/return,,carevue,outputevents,Free Form Intake,,,
8495,44995,j tube,,carevue,outputevents,,,,
8498,45000,pleuritic fluid,,carevue,outputevents,,,,
8500,45005,thorencentesis,,carevue,outputevents,,,,
7881,42809,Drain bag old CTsite,,carevue,outputevents,,,,
7882,42810,angio urine out,,carevue,outputevents,,,,
7888,42816,R chest drain bag,,carevue,outputevents,,,,
7889,42817,med drainage bag,,carevue,outputevents,,,,
7891,42819,R pleural CT # 2,,carevue,outputevents,,,,
7894,42822,DYALISIS OUT,,carevue,outputevents,,,,
7895,42823,Drain Out #7 Jackson Pratt,,carevue,outputevents,,,,
7896,42824,Drain Out #8 Jackson Pratt,,carevue,outputevents,,,,
7905,42834,right pleural 3,,carevue,outputevents,,,,
7907,42837,NGT RESIDUAL,,carevue,outputevents,,,,
7914,42851,RIGHT SUBDURAL DRAIN,,carevue,outputevents,,,,
7919,42859,ANGIO URINE,,carevue,outputevents,,,,
7925,42867,contrast via ngt,,carevue,outputevents,Free Form Intake,,,
7926,42869,JP LEFT LEG #2,,carevue,outputevents,,,,
7927,42871,Drain Out #2 JP Medial,,carevue,outputevents,,,,
7928,42873,JP LEFT,,carevue,outputevents,,,,
7930,42877,LEFT PLEURAL EFFUSIN,,carevue,outputevents,,,,
7932,42880,IR OUTPUT,,carevue,outputevents,,,,
7933,42881,Drain Out #2 Pericardial,,carevue,outputevents,,,,
7939,42891,net hourly output,,carevue,outputevents,,,,
7946,42904,ABD TAP,,carevue,outputevents,,,,
7963,42928,HEMODIALYSIS.,,carevue,outputevents,,,,
7975,42945,Drain Out #3 JP Lateral,,carevue,outputevents,,,,
7978,42951,t-tube right,,carevue,outputevents,,,,
7981,42957,Angio OUT,,carevue,outputevents,,,,
7989,42968,J Tube Flush,,carevue,outputevents,Free Form Intake,,,
7993,42972,HEMODIALYSIS OFF,,carevue,outputevents,,,,
